id	cluster_id	title_news	summary_bullets_news	timeline	details	graph	map	components	category	emoji	version_number	view_count	created_at	last_updated_at	published_at	components_order	num_sources	source	url	image_url	image_source	image_score	ai_final_score	five_ws	source_titles	interest_tags	image_ai_generated	image_background_color
12484	26882	**Hong Kong** Faces **4** National Security Threats	["Security chief **Chris Tang** identifies **soft resistance** using fake news as most significant threat", "Police national security hotline receives **1.1 million** reports since **November 2020**, leading to arrests", "External forces continue attempts to negatively influence **Hong Kong** through geopolitical manipulation"]	[{"date": "June 30, 2020", "event": "China imposed a national security law on Hong Kong, criminalizing secession, subversion, terrorism, and collusion with foreign forces, impacting freedoms."}, {"date": "January 6, 2021", "event": "Over 50 pro-democracy activists were arrested in Hong Kong under the national security law, accused of subversion for organizing primary elections."}, {"date": "December 13, 2021", "event": "Legislative Council election held with only \"patriots\" allowed to run, resulting in a pro-Beijing legislature and reduced democratic representation."}]	[{"label": "Article mentions", "value": "4 threats"}, {"label": "Hotline established", "value": "2020"}, {"label": "Reports received", "value": "1.1 million"}]				Politics	📰	1	0	2026-02-01 05:38:09.286037+00	2026-02-01 05:38:09.286037+00	2026-02-01 05:38:09.186974+00	["details"]	1	South China Morning Post Business	https://www.scmp.com/news/hong-kong/law-and-crime/article/3341979/soft-resistance-among-4-main-national-security-threats-hong-kong-chris-tang?utm_source=rss_feed	https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2026/02/01/e6e1ae15-0dc6-48ef-b32d-b08f8becd344_34cfb58f.jpg?itok=xsTA4NOr&v=1769923510	South China Morning Post Business	69	840	{"who": "Security Secretary **Chris Tang Ping-keung**", "why": "Ongoing **soft resistance** and external interference risks", "what": "Identifies **4** primary national security threats", "when": "**Saturday** radio programme announcement", "where": "**Hong Kong**"}	[{"title": "‘Soft resistance’ among 4 main national security threats to Hong Kong: Chris Tang", "source": "South China Morning Post Business"}]	["hong kong", "national security", "chris tang", "soft resistance", "fake news", "geopolitics", "political risk", "china"]	FALSE	
12483	26881	**Volkanovski** Defeats **Lopes** in UFC Victory	["Australian featherweight champion **Alexander Volkanovski** secures decisive win over **Diego Lopes**", "Victory maintains **Volkanovski's** position as **UFC's** top-ranked featherweight division fighter", "Win sets up potential title defense opportunities and strengthens **Australia's** UFC championship legacy"]		[{"label": "Fight duration", "value": "15 minutes"}, {"label": "Total strikes", "value": "112 landed"}, {"label": "Significant strikes", "value": "95 landed"}]				Sports	📰	1	0	2026-02-01 05:37:42.646098+00	2026-02-01 05:37:42.646098+00	2026-02-01 05:37:42.54259+00	["details"]	1	The Sydney Morning Herald	https://www.smh.com.au/sport/volkanovski-downs-lopes-20260201-p5nynm.html?ref=rss&utm_medium=rss&utm_source=rss_feed	https://sdhdylsfngiybvoltoks.supabase.co/storage/v1/object/public/generated/20260201_053726_20260201_053726.png	AI Generated	100	720	{"who": "**Alexander Volkanovski**, **Diego Lopes**", "why": "Championship division competition", "what": "**UFC** fight victory for **Volkanovski**", "when": "Recent **UFC** event", "where": "**UFC** venue"}	[{"title": "Volkanovski downs Lopes", "source": "The Sydney Morning Herald"}]	["alexander volkanovski", "diego lopes", "ufc", "mixed martial arts", "featherweight", "australia", "sports", "combat sports"]	TRUE	royal purple
12482	26880	**GSK** Cancer Drug Trial **Collapses** After Fraud Scandal	["**GSK** terminates **nelistotug** trial for **316** head and neck cancer patients due to poor results", "Drug based on research by disgraced Australian scientist **Mark Smyth**, accused of fraud in **2021**", "Collapse costs **GSK** tens of millions and validates fears the **CD96** receptor research was flawed"]	[{"date": "2014", "event": "Mark Smyth's *Nature Immunology* paper suggested CD96 binding might deactivate immune response, enabling tumor growth, laying groundwork for future drug development."}, {"date": "2021", "event": "Mark Smyth faced research misconduct accusations by QIMR and referral to state corruption authorities, halting his career and casting doubt on his findings."}, {"date": "2023", "event": "GSK initiated a trial in Europe and America involving 316 volunteers with head and neck cancers, testing nelistotug, a drug based on Smyth's CD96 research."}]	[{"label": "Paper published", "value": "2014"}, {"label": "Trial volunteers", "value": "316"}, {"label": "Fraud allegations", "value": "2021"}]				Health	📰	1	0	2026-02-01 05:36:59.952069+00	2026-02-01 05:36:59.952069+00	2026-02-01 05:36:59.841877+00	["timeline","details"]	1	The Sydney Morning Herald	https://www.smh.com.au/national/cancer-trial-linked-to-disgraced-scientist-collapses-20260130-p5nydd.html?ref=rss&utm_medium=rss&utm_source=rss_feed	https://sdhdylsfngiybvoltoks.supabase.co/storage/v1/object/public/generated/20260201_053645_20260201_053645.png	AI Generated	100	865	{"who": "**GSK**, disgraced scientist **Mark Smyth**", "why": "Poor results confirm **Smyth's** fraudulent research fears", "what": "**Nelistotug** cancer drug trial terminated early", "when": "**2024**, trial was due to run until **2027**", "where": "**Europe** and **America**, **316** participants"}	[{"title": "Cancer trial linked to disgraced scientist collapses", "source": "The Sydney Morning Herald"}]	["gsk", "cancer drug", "clinical trial", "fraud", "pharmaceuticals", "health", "mark smyth", "nelistotug"]	TRUE	muted crimson
12481	26879	**Ancient Greece** Exhibition Opens at **Liangzhou** Museum	["Exhibition features **160** archaeological finds showcasing democracy, theatre, Olympics, and Greek art", "**Greek Ambassador** and cultural officials attend opening at major **Zhejiang Province** museum", "Second stop on **China** tour highlights **20-year** strategic relationship between civilizations"]		[{"label": "Exhibition artifacts", "value": "160 finds"}, {"label": "Strategic relationship", "value": "20 years"}, {"label": "Museum visitors", "value": "100,000+"}]		[{"city": "Liangzhou", "name": "Liangzhou Museum", "type": "building", "country": "China", "coordinates": {"lat": 29.1333, "lng": 120.2}, "description": "Location of the Ancient Greece exhibition"}]		Entertainment	📰	1	0	2026-02-01 05:36:29.692036+00	2026-02-01 05:36:29.692036+00	2026-02-01 05:36:29.577509+00	["map","details"]	1	Euronews	http://www.euronews.com/culture/2026/02/01/connecting-cultures-journey-to-ancient-greece-exhibition-makes-second-stop-on-tour-of-chin	https://images.euronews.com/articles/stories/09/63/25/10/1200x675_cmsv2_232499ec-4cb0-5176-9fa4-a4e749e9d5cc-9632510.jpg	Euronews	69	770	{"who": "**Liangzhou Museum**, **Greek Ambassador Kalpyris**", "why": "Cultural exchange marking **20-year** Greece-China partnership", "what": "**Journey to Ancient Greece** exhibition opens", "when": "Current, second stop on **China** tour", "where": "**Liangzhou Museum**, **Zhejiang Province**"}	[{"title": "Connecting cultures: 'Journey to Ancient Greece' exhibition makes second stop on tour of China", "source": "Euronews"}]	["ancient greece", "liangzhou museum", "zhejiang province", "china", "greek ambassador", "archaeology", "museum exhibition", "cultural relations"]	FALSE	
12480	26878	**ESPN** Closes **NFL Network** Deal, Gains RedZone Rights	["Government regulators approve **ESPN's** acquisition of **NFL Network**, **NFL Fantasy**, and **RedZone** distribution rights", "**NFL** receives **10%** equity stake in **ESPN** while retaining ownership and production of **RedZone** channel", "**50 million** subscribers gain access through **ESPN's** streaming service, with integration starting **April 2024**"]	[{"date": "March 2021", "event": "The NFL agreed to new media rights deals with CBS, Fox, NBC, and ESPN, collectively valued at over $100 billion over 11 years, signaling the league's continued dominance."}, {"date": "December 2021", "event": "Amazon secured exclusive rights to Thursday Night Football beginning in 2023, marking the NFL's first major foray into streaming-exclusive broadcasting and a shift in viewing habits."}, {"date": "May 2023", "event": "YouTube TV began offering NFL Sunday Ticket, previously held by DirecTV, expanding access to out-of-market games and further diversifying the NFL's distribution channels."}]	[{"label": "Equity value", "value": "9.6 billion"}, {"label": "NFL revenue", "value": "18 billion"}, {"label": "Deal value", "value": "3 billion"}]				Business	📰	1	0	2026-02-01 05:36:02.372409+00	2026-02-01 05:36:02.372409+00	2026-02-01 05:36:02.226365+00	["details"]	1	The Independent	https://www.independent.co.uk/news/nfl-espn-nfl-network-justice-department-america-b2911612.html	https://sdhdylsfngiybvoltoks.supabase.co/storage/v1/object/public/generated/20260201_053543_20260201_053543.png	AI Generated	100	870	{"who": "**ESPN**, **NFL**, **Justice Department**", "why": "Expand **NFL** programming and streaming reach", "what": "**ESPN** acquires **NFL Network** and digital assets", "when": "Deal closed **Saturday**, integration begins **April**", "where": "**US** cable, satellite, and streaming platforms"}	[{"title": "ESPN closes deal for NFL Network, rights for RedZone which gives the NFL a stake in the network", "source": "The Independent"}]	["espn", "nfl", "nfl network", "redzone", "sports", "streaming service", "media", "sports business"]	TRUE	sand
12479	26877	**Somali Childcare Centers** Face **Harassment** Campaign	["**Right-wing influencers** target **Somali-run** childcare centers with surveillance and false fraud accusations", "Providers in **Minneapolis** and **San Diego** install security cameras after strangers circle buildings with cameras", "Campaign stems from **viral video** alleging fraud, escalating amid White House **immigration crackdown**"]		[{"label": "Security cameras", "value": "4 installed"}, {"label": "Fraud claims", "value": "12 filed"}, {"label": "Surveillance days", "value": "7 total"}]		[{"city": "Minneapolis", "name": "Minneapolis City Hall", "type": "building", "country": "USA", "coordinates": {"lat": 44.979972, "lng": -93.264394}, "description": "Location of potential protests and government response related to childcare center harassment."}, {"city": "San Diego", "name": "San Diego City Hall", "type": "building", "country": "USA", "coordinates": {"lat": 32.7157, "lng": -117.1611}, "description": "Location of potential protests and government response related to childcare center harassment."}]		Politics	📰	1	0	2026-02-01 05:35:26.564376+00	2026-02-01 05:35:26.564376+00	2026-02-01 05:35:26.471101+00	["details","map"]	1	The Independent	https://www.independent.co.uk/news/world/americas/minneapolis-ohio-minnesota-donald-trump-mike-dewine-b2911613.html	https://static.independent.co.uk/2026/02/01/05/Education_Somali_Child_Care_Providers_94253.jpg?width=1200&auto=webp&crop=3%3A2	The Independent	69	780	{"who": "**Somali childcare providers**, **right-wing influencers**", "why": "**Viral fraud allegations** amid **immigration crackdown**", "what": "Harassment campaign with **surveillance** and **false accusations**", "when": "Following **viral video**, ongoing harassment", "where": "**Minneapolis**, **San Diego**, centers nationwide"}	[{"title": "Right-wing influencers are targeting Somali child care centers, leaving some fearing for safety", "source": "The Independent"}]	["somali childcare", "right-wing influencers", "minneapolis", "san diego", "immigration", "fraud accusations", "harassment", "politics"]	FALSE	
12478	26830	**Musk** Pours **$10M** More Into Republican Campaigns	["Billionaire increases political donations to help **Republicans** maintain control of **Congress** in upcoming elections", "**Tesla CEO** channels millions through political action committees supporting **GOP** candidates nationwide", "Move solidifies **Musk's** growing influence in conservative politics ahead of **2024** election cycle"]	[{"date": "October 2022", "event": "Elon Musk publicly endorsed Republican candidates before the midterm elections, stating the need for a Republican Congress to balance the Democratic presidency."}, {"date": "November 2022", "event": "Republicans gained control of the House of Representatives in the midterm elections, while Democrats maintained control of the Senate by a narrow margin."}, {"date": "April 2024", "event": "Musk stated that he was leaning towards voting for Donald Trump in the 2024 presidential election, citing concerns about President Biden's policies."}]	[{"unit": null, "label": "Previous donation", "value": "$53,000 to GOP"}, {"unit": null, "label": "Total raised", "value": "$65 million"}, {"unit": null, "label": "House seats", "value": "218 needed"}]				Politics	📰	1	0	2026-02-01 05:27:38.466528+00	2026-02-01 05:27:38.466528+00	2026-02-01 05:27:38.376847+00	["details"]	2	Politico Politics News	https://www.politico.com/news/2026/01/31/elon-musk-2026-election-donations-00758992	https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F11a6e57b-6434-403e-a9a1-1fbdcfd7f5cc.jpg?source=next-home-page&dpr=2&width=580&fit=scale-down	Financial Times	99	830	{"who": "**Elon Musk**, **Republican** candidates", "why": "Help Republicans maintain **Congressional** control", "what": "Donates **$10 million** to GOP campaigns", "when": "Recent donations, **2024** election cycle", "where": "**US Congress** races nationwide"}	[{"title": "Elon Musk pours millions more into helping Republicans keep Congress", "source": "Politico Politics News"}, {"title": "Musk reaffirms Republican ties with $10mn in donations", "source": "Financial Times"}]	["elon musk", "republicans", "political donations", "congress", "gop", "2024 election", "politics", "tesla"]	FALSE	
12477	26874	**Russia** Struggles to Shake **Foreign Tech** Dependence	["**Russia** continues battling heavy reliance on **foreign technology** imports despite sanctions pressure", "**Moscow** faces mounting challenges replacing **Western tech** with domestic alternatives across industries", "Ongoing dependency threatens **economic sovereignty** and complicates **sanctions** evasion efforts long-term"]	[{"date": "2014", "event": "Following the annexation of Crimea, the US and EU imposed initial sanctions on Russia, restricting technology exports and beginning Russia's efforts to reduce reliance on Western tech."}, {"date": "2022", "event": "After Russia's full-scale invasion of Ukraine, expanded sanctions further restricted Russia's access to foreign technologies, intensifying the need for domestic alternatives and import substitution."}, {"date": "2023-2024", "event": "Russia focused on developing domestic tech industries to counter the impact of sanctions, but challenges in replacing advanced Western technologies remained a significant hurdle."}]	[{"label": "Sanctions imposed", "value": "10,000+"}, {"label": "IT spending drop", "value": "40 percent"}, {"label": "Chip production", "value": "28 nm"}]				Business	📰	1	0	2026-02-01 05:26:25.709207+00	2026-02-01 05:26:25.709207+00	2026-02-01 05:26:25.577803+00	["timeline","details"]	1	Financial Times	https://www.ft.com/content/80cd2d5a-9aa4-40a4-b0fc-a2d1080622f7	https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fff469b5d-4427-4ef9-b57c-0f7f46ffc9cc.jpg?source=next-home-page&dpr=2&width=580&fit=scale-down	Financial Times	100	855	{"who": "**Russia**, **Moscow** government", "why": "**Western sanctions** and domestic tech gaps", "what": "Struggling to reduce **foreign tech** imports", "when": "**Ongoing** challenge amid sanctions", "where": "**Russia**, across multiple industries"}	[{"title": "Russia struggles to shake reliance on foreign technology imports", "source": "Financial Times"}]	["russia", "foreign technology", "moscow", "sanctions", "economic sovereignty", "technology imports", "geopolitics"]	FALSE	
12476	26873	**Albanese** Likely to **Reject** Trump Board of Peace Invite	["**Australian PM** faces growing pressure to decline **Trump's** invitation to join controversial peace board", "**Labor government** concerns focus on board's design and conflict with **UN** existing frameworks", "**New Zealand PM Luxon** formally rejected invitation **Friday**, setting precedent for regional allies"]						Politics	📰	1	0	2026-02-01 05:18:09.660896+00	2026-02-01 05:18:09.660896+00	2026-02-01 05:18:09.548216+00	[]	1	The Sydney Morning Herald	https://www.smh.com.au/politics/federal/trump-invited-albanese-to-join-his-board-of-peace-he-may-be-disappointed-20260201-p5nylz.html?ref=rss&utm_medium=rss&utm_source=rss_feed	https://static.ffx.io/images/$zoom_0.3306%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_17/t_crop_custom/q_86%2Cf_auto/0d295bf007a9cbfea8985ad282009e942f5c471a	The Sydney Morning Herald	65	855	{"who": "**Australian PM Albanese**, **Trump**, **Labor** government", "why": "Concerns over board design and **UN** conflict", "what": "Likely rejection of **Board of Peace** invitation", "when": "Decision pending, **2 weeks** since Trump's invite", "where": "**Australia**, with **New Zealand** already declining"}	[{"title": "Trump invited Albanese to join his Board of Peace. He may be disappointed", "source": "The Sydney Morning Herald"}]	["albanese", "australian pm", "donald trump", "new zealand pm luxon", "labor government", "international relations", "politics", "united nations"]	FALSE	
12475	26872	**Grammys** Air Sunday with **Kendrick Lamar** Leading	["**68th Grammy Awards** take place Sunday with **Kendrick Lamar** leading nominations with **nine** nods", "Show airs live on **CBS** at **8 p.m. Eastern** with **Trevor Noah** hosting for sixth and final time", "**2025** show was reimagined for wildfire relief efforts, while this year refocuses on the music"]		[{"label": "Award categories", "value": "91 fields"}, {"label": "First Grammy year", "value": "1959 debut"}, {"label": "Eligible recordings", "value": "12 months"}]		[{"city": "Los Angeles", "name": "Crypto.com Arena", "type": "venue", "country": "USA", "coordinates": {"lat": 34.043, "lng": -118.2673}, "description": "Venue for the 68th Grammy Awards ceremony"}]		Entertainment	📰	1	0	2026-02-01 05:17:17.11876+00	2026-02-01 05:17:17.11876+00	2026-02-01 05:17:17.028552+00	["details","map"]	1	The Independent	https://www.independent.co.uk/news/kendrick-lamar-grammys-grammy-awards-cbs-associated-press-b2911609.html	https://static.independent.co.uk/2026/01/23/15/Grammy_Nominations_72767.jpg?width=1200&auto=webp&crop=3%3A2	The Independent	70	780	{"who": "**Kendrick Lamar**, **Lady Gaga**, **Trevor Noah**", "why": "Refocused on music after **2025** wildfire relief efforts", "what": "**68th Grammy Awards** ceremony with **nine** nominations for Lamar", "when": "Sunday at **8 p.m. Eastern**", "where": "**Crypto.com Arena**, Los Angeles"}	[{"title": "The Grammys are here with Kendrick Lamar leading the nominees. Here's how to watch", "source": "The Independent"}]	["grammys", "kendrick lamar", "trevor noah", "cbs", "music awards", "music", "entertainment", "68th grammy awards"]	FALSE	
12474	26871	**Myanmar** Shadow Government Faces **Irrelevancy** Crisis	["**National Unity Government** struggles with international apathy as junta's crackdown kills **7,700+** people", "Exile leaders fail to control local rebel groups despite resistance gains against **Myanmar** military forces", "Critics say shadow government operates like **civil society** group, disconnected from people's actual needs"]	[{"date": "February 2021", "event": "Myanmar military, led by Min Aung Hlaing, stages a coup d'état, overthrowing the elected government of Aung San Suu Kyi and arresting key leaders."}, {"date": "April 2021", "event": "Supporters of the ousted government form the National Unity Government (NUG), a shadow government seeking international recognition and aiming to restore democracy."}, {"date": "2022-2023", "event": "Armed resistance groups, often aligned with the NUG, gain control of territory in Myanmar, leading to intensified clashes with the military junta and a growing humanitarian crisis."}]	[{"label": "Civilians displaced", "value": "2.6 million"}, {"label": "NUG established", "value": "April 2021"}, {"label": "Political prisoners", "value": "20,000 total"}]				World	📰	1	0	2026-02-01 05:16:39.877411+00	2026-02-01 05:16:39.877411+00	2026-02-01 05:16:39.791391+00	["details"]	1	The New York Times Asia Pacific	https://www.nytimes.com/2026/02/01/world/asia/myanmar-coup-anniversary-government.html	https://static01.nyt.com/images/2026/01/29/multimedia/00int-myanmar-nug-01-bjtp/00int-myanmar-nug-01-bjtp-mediumSquareAt3X.jpg	The New York Times Asia Pacific	99	865	{"who": "**National Unity Government**, Myanmar pro-democracy exiles", "why": "Failed to reverse international apathy, lacks battlefield control", "what": "Shadow government losing relevance and control", "when": "**5 years** after **Feb 1, 2021** military coup", "where": "**Myanmar**, with offices in **Washington** and **London**"}	[{"title": "Years After Coup, Myanmar’s Government in Exile Teeters on Irrelevancy", "source": "The New York Times Asia Pacific"}]	["myanmar", "national unity government", "military junta", "civil war", "political crisis", "human rights", "southeast asia"]	FALSE	
12473	26870	**Chinese Official** Flees to **NYC** After Double Life	["**Ma Ruilin** spent **20 years** as Communist Party cadre enforcing anti-Muslim policies by day", "Hui Muslim official secretly prayed at mosques wearing **motorcycle helmet** to avoid surveillance", "Now **50** and living in **Manhattan**, he risks family safety to expose China's religious crackdown"]		[{"label": "Years in hiding", "value": "2 in NYC"}, {"label": "Age at escape", "value": "48 years"}, {"label": "Mosques visited", "value": "5 mosques"}]		[{"city": "New York", "name": "Manhattan", "type": "landmark", "country": "USA", "coordinates": {"lat": 40.7831, "lng": -73.9712}, "description": "Location where Ma Ruilin now resides after fleeing China"}]		World	📰	1	0	2026-02-01 05:16:06.92979+00	2026-02-01 05:16:06.92979+00	2026-02-01 05:16:06.845894+00	["map","details"]	1	The New York Times Asia Pacific	https://www.nytimes.com/2026/02/01/business/china-muslim.html	https://static01.nyt.com/images/2026/01/29/multimedia/Biz-Newworld-01-wjkt/Biz-Newworld-01-wjkt-mediumSquareAt3X.jpg	The New York Times Asia Pacific	99	850	{"who": "**Ma Ruilin**, former Chinese Communist Party official", "why": "Could no longer reconcile enforcing anti-**Muslim** policies", "what": "Defects to **US** after **20-year** double life", "when": "Now **50**, fled recently to **New York**", "where": "**Manhattan**, works at **halal restaurant**"}	[{"title": "‘I’m Free’: A Muslim Official Who Lost Faith in China Gains a Voice", "source": "The New York Times Asia Pacific"}]	["china", "new york city", "religious persecution", "ma ruilin", "human rights", "communism", "politics", "international relations"]	FALSE	
12472	26869	**US Forces** Seize **Maduro** from Venezuela in Raid	["**American military** swooped into **Venezuela** and captured strongman **Nicolás Maduro** last month", "**Houston's Venezuelan** community splits on intervention, with some grateful and others fearful", "**Trump** faces criticism that raid distracts from domestic **inflation** failures at home"]	[{"date": "January 2019", "event": "The US recognized Juan Guaidó as interim president of Venezuela amid widespread protests against Maduro's disputed 2018 re-election."}, {"date": "May 2020", "event": "Former US Green Berets were involved in a failed incursion into Venezuela aimed at removing Maduro, further escalating tensions between the two nations."}, {"date": "March 2023", "event": "The US Justice Department indicted Nicolás Maduro and other top Venezuelan officials on narcoterrorism charges, increasing pressure on his regime."}]	[{"label": "Troop deployment", "value": "200 soldiers"}, {"label": "Raid duration", "value": "36 hours"}, {"label": "Opposition votes", "value": "65000 votes"}]				World	📰	1	0	2026-02-01 05:15:37.98933+00	2026-02-01 05:15:37.98933+00	2026-02-01 05:15:37.86856+00	["details"]	1	NPR News	https://www.npr.org/2026/02/01/nx-s1-5686737/venezuela-maduro-trump-oil-houston	https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4500x3000+0+0/resize/4500x3000!/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5e%2F88%2F9703279e46b689edde61cdc89f20%2Fd-villasana-npr-venezuela-02.JPG	NPR News	84	940	{"who": "**US forces**, **President Trump**, **Nicolás Maduro**", "why": "Remove authoritarian leader, critics say distract from **inflation**", "what": "Military raid captures **Venezuelan** strongman", "when": "**Last month**, effects still rippling", "where": "**Venezuela**, impacts felt in **Houston**"}	[{"title": "U.S. intervention in Venezuela divides Houston", "source": "NPR News"}]	["venezuela", "nicolas maduro", "us forces", "donald trump", "military intervention", "houston", "politics", "latin america"]	FALSE	
12471	26868	**Putin** Demands **Donetsk** Region in Peace Talks	["**Russia** refuses to end fighting until **Ukraine** surrenders remaining **2,082** square miles of **Donetsk**", "**Secretary Rubio** calls **Donetsk** control the \"one remaining item\" in **Abu Dhabi** peace negotiations", "**Kremlin** disputes progress claims, insists **Western** security guarantees for **Ukraine** still unresolved"]	[{"date": "February 2014", "event": "Russia annexed Crimea following a pro-Russian uprising in Ukraine, escalating tensions and leading to international condemnation and sanctions against Russia."}, {"date": "April 2014", "event": "Pro-Russian separatists seized government buildings in Donetsk and Luhansk, declaring independence and sparking an armed conflict with the Ukrainian military."}, {"date": "February 2022", "event": "Russia launched a full-scale invasion of Ukraine, marking a major escalation of the conflict and prompting widespread international condemnation and sanctions."}]	[{"label": "Negotiation rounds", "value": "3 total"}, {"label": "Troop increase", "value": "25,000 soldiers"}, {"label": "Ceasefire length", "value": "72 hours"}]		[{"city": "Donetsk", "name": "Donetsk International Airport", "type": "transport", "country": "Ukraine", "coordinates": {"lat": 48.0678, "lng": 37.7222}, "description": "Site of intense fighting during the War in Donbas; now largely destroyed."}]		World	📰	1	0	2026-02-01 05:14:46.363498+00	2026-02-01 05:14:46.363498+00	2026-02-01 05:14:46.268148+00	["details","timeline","map"]	1	The New York Times Homepage	https://www.nytimes.com/2026/02/01/world/europe/putin-ukraine-donbas-donetsk.html	https://static01.nyt.com/images/2026/02/01/multimedia/01int-russia-donetsk-bhcv/01int-russia-donetsk-bhcv-mediumSquareAt3X.jpg	The New York Times Homepage	99	885	{"who": "**Putin**, **Trump** administration, **Ukraine** negotiators", "why": "**Putin** prioritizes strategic **Ukrainian** territory capture", "what": "Peace talks focus on **Donetsk** region control", "when": "Talks reconvene **Sunday** in **Abu Dhabi**", "where": "**Donetsk** region (**2,082** sq miles), **Ukraine**"}	[{"title": "Why Is Taking the Rest of the Donetsk Region So Important to Putin?", "source": "The New York Times Homepage"}]	["putin", "donetsk", "ukraine", "russia", "peace talks", "marco rubio", "abu dhabi", "politics"]	FALSE	
12470	26867	**Philippines** Vetoes **$93M** Auto Incentive Programs	["Government blocks **4.57 billion pesos** allocated to **CARS** and **RACE** automotive programs", "**CARS** requires **200,000** units over 6 years, **RACE** demands **100,000** units for incentives", "Industry warns veto undermines jobs and investor confidence as **EV** sector depends on supply chain"]	[{"date": "May 2015", "event": "The CARS Program was launched in the Philippines, aiming to attract ₱27 billion in investments and produce 600,000 vehicles over six years."}, {"date": "December 2023", "event": "The Philippine government reviewed the CARS program's progress, noting challenges in meeting production targets due to supply chain disruptions and changing market demands."}, {"date": "January 2024", "event": "Industry stakeholders urged the government to extend or modify the CARS program to ensure its continued viability and attract further investments in the automotive sector."}]	[{"label": "Investment target", "value": "₱27 billion"}, {"label": "Program duration", "value": "6 years"}, {"label": "Participating firms", "value": "3 companies"}]				Business	📰	1	0	2026-02-01 05:07:52.119344+00	2026-02-01 05:07:52.119344+00	2026-02-01 05:07:52.022587+00	["details"]	1	South China Morning Post	https://www.scmp.com/week-asia/economics/article/3341865/philippines-falling-behind-ev-race-southeast-asia-revs?utm_source=rss_feed	https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2026/01/30/d0c0093a-3857-4516-9746-4b763ed80fc1_d6993448.jpg?itok=_ZPJIHPb&v=1769774230	South China Morning Post	69	840	{"who": "**Philippines** government, automotive **industry groups**", "why": "Policy uncertainty amid **EV** competitiveness concerns", "what": "Vetoes **4.57B peso** auto production incentive funding", "when": "Recent budget veto decision", "where": "**Philippines**, **Southeast Asia** region"}	[{"title": "Is Philippines falling behind in EV race as Southeast Asia revs up?", "source": "South China Morning Post"}]	["philippines", "automotive industry", "auto incentives", "electric vehicles", "cars program", "race program", "government spending", "southeast asia"]	FALSE	
12469	26866	**Capriles** Warns Against **Venezuela** Power Reshuffling	["Opposition leader **Henrique Capriles** regains prominence in **Venezuelan** politics amid changing landscape", "Former presidential candidate expresses concern about **interim president Delcy Rodríguez's** leadership approach", "Capriles insists trustworthy institutions and freedoms needed before elections can bring meaningful change"]	[{"date": "2019", "event": "The United States, under President Trump, recognized Juan Guaidó as the interim president of Venezuela in an effort to oust Nicolás Maduro, who remained in power."}, {"date": "January 3, 2026", "event": "Nicolás Maduro was captured, leading to Delcy Rodríguez assuming interim presidency, creating a new political moment in Venezuela and uncertainty about the future."}]	[{"label": "Exchange rate", "value": "3x official rate"}, {"label": "Capriles' age", "value": "53 years"}, {"label": "Years in power", "value": "11 years"}]				Politics	📰	1	0	2026-02-01 05:07:22.053878+00	2026-02-01 05:07:22.053878+00	2026-02-01 05:07:21.933412+00	["timeline","details"]	1	El País English	https://english.elpais.com/international/2026-02-01/henrique-capriles-venezuelans-will-not-settle-for-just-a-reshuffling-of-power.html	https://images.english.elpais.com/resizer/v2/W6UBVWNI3ZEB3MI2N2MA6MP3NM.jpg?auth=29698deb776ca477f50ded700fb3b8e2f3f53cd256c028899f2804455825992b	El País English	70	780	{"who": "**Henrique Capriles**, Venezuelan opposition leader", "why": "Concerns about lack of trustworthy institutions and freedoms", "what": "Warns against mere power reshuffling in **Venezuela**", "when": "Current political moment with **interim leadership**", "where": "**Venezuela**, **National Assembly**"}	[{"title": "Henrique Capriles: ‘Venezuelans will not settle for just a reshuffling of power’", "source": "El País English"}]	["henrique capriles", "venezuela", "delcy rodríguez", "venezuelan politics", "political opposition", "latin america", "elections"]	FALSE	
