id	event_name	main_title	created_at	last_updated_at	closed_at	status	source_count	importance_score	publish_status	failure_reason	failure_details	attempt_count	first_attempt_at	last_attempt_at	recovered	attempts_before_success	attempt_history
26983	Murder Mystery Hotel Made Famous By Poirot	Murder mystery hotel made famous by Poirot hit by Chancellor's tax raid	2026-02-01 10:34:22.76422+00	2026-02-01 10:37:03.966433+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:36:58.657537+00	2026-02-01 10:37:03.653755+00	FALSE		[{"at": "2026-02-01T10:36:58.657537", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:37:03.653755", "reason": "no_content", "status": "failed", "attempt": 1}]
26982	British Steel'S Taxpayer Subsidies To Skyrocket Thanks	British Steel's taxpayer subsidies to skyrocket thanks to Net Zero	2026-02-01 10:34:22.300423+00	2026-02-01 10:36:58.573659+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:36:51.908506+00	2026-02-01 10:36:58.261403+00	FALSE		[{"at": "2026-02-01T10:36:51.908506", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:36:58.261403", "reason": "no_content", "status": "failed", "attempt": 1}]
26981	Ceo Of $1.25 Billion Ai Company Says	CEO of $1.25 billion AI company says he hires Gen Z because they’re ‘less biased’ than older generations—too much knowledge is actually bad, he warns	2026-02-01 10:34:21.255481+00	2026-02-01 10:36:47.513887+00		active	1	750	published			1	2026-02-01 10:36:21.764911+00	2026-02-01 10:36:47.212376+00	FALSE		[{"at": "2026-02-01T10:36:21.764911", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:36:47.212376", "reason": null, "status": "published", "attempt": 1}]
26980	How China Built Its Navy On Russia&#039;S	How China Built Its Navy on Russia&#039;s Cold War Technology	2026-02-01 10:34:20.790325+00	2026-02-01 10:35:43.674479+00		active	1	750	published			1	2026-02-01 10:35:12.498717+00	2026-02-01 10:35:43.372306+00	FALSE		[{"at": "2026-02-01T10:35:12.498717", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:35:43.372306", "reason": null, "status": "published", "attempt": 1}]
26979	Ukraine Peace Deal Must Put People Before	Ukraine peace deal must put people before land, warns key Zelensky ally	2026-02-01 10:34:20.331087+00	2026-02-01 10:54:30.397043+00		active	3	750	published			1	2026-02-01 10:34:28.045853+00	2026-02-01 10:35:07.514263+00	FALSE		[{"at": "2026-02-01T10:34:28.045853", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:35:07.514263", "reason": null, "status": "published", "attempt": 1}]
26978	Nova Scotia'S Credit Rating Downgraded Amid Deficit	Nova Scotia's credit rating downgraded amid deficit concerns	2026-02-01 10:24:01.525456+00	2026-02-01 10:26:59.634213+00		active	1	750	published			1	2026-02-01 10:26:38.365823+00	2026-02-01 10:26:59.310487+00	FALSE		[{"at": "2026-02-01T10:26:38.365823", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:26:59.310487", "reason": null, "status": "published", "attempt": 1}]
26977	Ai-Altered Photos And Videos Of Minneapolis Shootings	AI-altered photos and videos of Minneapolis shootings blur reality	2026-02-01 10:24:01.057221+00	2026-02-01 10:26:36.344178+00		active	1	750	published			1	2026-02-01 10:26:00.820475+00	2026-02-01 10:26:36.01075+00	FALSE		[{"at": "2026-02-01T10:26:00.820475", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:26:36.010750", "reason": null, "status": "published", "attempt": 1}]
26976	If You Fly Without A Real Id,	If you fly without a REAL ID, the TSA may now charge you a $45 fee	2026-02-01 10:23:59.467659+00	2026-02-01 10:26:00.728979+00		active	1	750	failed	verification_failed	Failed fact verification after 3 attempts	1	2026-02-01 10:25:17.701039+00	2026-02-01 10:26:00.404128+00	FALSE		[{"at": "2026-02-01T10:25:17.701039", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:26:00.404128", "reason": "verification_failed", "status": "failed", "attempt": 1}]
26975	Truth About The Streetlights Blazing Into Your	Truth about the streetlights blazing into your bedroom: Millions of LED lights are being installed across Britain. Now our investigation reveals how they increase the risk of these deadly health issues	2026-02-01 10:23:59.017707+00	2026-02-01 10:25:17.608706+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:25:10.918109+00	2026-02-01 10:25:17.299004+00	FALSE		[{"at": "2026-02-01T10:25:10.918109", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:25:17.299004", "reason": "no_content", "status": "failed", "attempt": 1}]
26974	Was General Zhang Youxia One Of The	Was General Zhang Youxia one of the ‘big rats’ eating China’s military budget?	2026-02-01 10:23:58.585204+00	2026-02-01 10:25:08.608804+00		active	1	750	published			1	2026-02-01 10:24:18.636841+00	2026-02-01 10:25:08.301174+00	FALSE		[{"at": "2026-02-01T10:24:18.636841", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:25:08.301174", "reason": null, "status": "published", "attempt": 1}]
26973	Gaza Is On Its Way To Becoming	Gaza is on its way to becoming a semi-protectorate, just like Bosnia	2026-02-01 10:23:54.644432+00	2026-02-01 10:24:18.552464+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:24:14.93636+00	2026-02-01 10:24:18.240035+00	FALSE		[{"at": "2026-02-01T10:24:14.936360", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:24:18.240035", "reason": "no_content", "status": "failed", "attempt": 1}]
26972	‘Everyone Here Is Corrupt’: What Fuels The	‘Everyone here is corrupt’: What fuels the Balochistan separatist violence	2026-02-01 10:23:54.181616+00	2026-02-01 11:06:27.964147+00		active	3	750	failed	no_content	All 2 sources blocked or failed to fetch	2	2026-02-01 10:24:11.60287+00	2026-02-01 11:06:27.667427+00	FALSE		[{"at": "2026-02-01T10:24:11.602870", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:24:14.546572", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-02-01T11:06:17.206325", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-02-01T11:06:27.667427", "reason": "no_content", "status": "failed", "attempt": 2}]
26971	Hope Flickers As Lights Return To War-Scarred	Hope flickers as lights return to war-scarred Aden	2026-02-01 10:23:53.745819+00	2026-02-01 10:24:11.502951+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:24:05.309902+00	2026-02-01 10:24:11.194396+00	FALSE		[{"at": "2026-02-01T10:24:05.309902", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:24:11.194396", "reason": "no_content", "status": "failed", "attempt": 1}]
26970	Researchers Pinpoint Source Of Black Hole'S 3,000-Light-Year-Long	Researchers pinpoint source of black hole's 3,000-light-year-long jet stream using enhanced telescope network	2026-02-01 10:14:34.438405+00	2026-02-01 10:25:52.815293+00		active	2	750	published			1	2026-02-01 10:25:32.221975+00	2026-02-01 10:25:52.543771+00	FALSE		[{"at": "2026-02-01T10:25:32.221975", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:25:52.543771", "reason": null, "status": "published", "attempt": 1}]
26969	Are Yimbys Winning The Housing Wars? Not	Are YIMBYs winning the housing wars? Not so fast, these people say.	2026-02-01 10:14:34.007264+00	2026-02-01 10:25:30.264225+00		active	1	750	published			1	2026-02-01 10:24:52.192424+00	2026-02-01 10:25:29.988237+00	FALSE		[{"at": "2026-02-01T10:24:52.192424", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:25:29.988237", "reason": null, "status": "published", "attempt": 1}]
26968	Iranian Missiles Pose Deadly Threat To Region,	Iranian missiles pose deadly threat to region, Gulf allies warn U.S.	2026-02-01 10:14:33.557489+00	2026-02-01 10:24:47.872199+00		active	1	750	published			1	2026-02-01 10:24:08.396173+00	2026-02-01 10:24:47.56287+00	FALSE		[{"at": "2026-02-01T10:24:08.396173", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:24:47.562870", "reason": null, "status": "published", "attempt": 1}]
26967	A Hidden Bat Virus Is Infecting Humans	A hidden bat virus is infecting humans	2026-02-01 10:14:32.476282+00	2026-02-01 10:24:03.939321+00		active	1	750	published			1	2026-02-01 10:23:20.561095+00	2026-02-01 10:24:03.629131+00	FALSE		[{"at": "2026-02-01T10:23:20.561095", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:24:03.629131", "reason": null, "status": "published", "attempt": 1}]
26966	Scientists Discover Hidden Geometry That Bends Electrons	Scientists discover hidden geometry that bends electrons like gravity	2026-02-01 10:14:31.798206+00	2026-02-01 10:23:18.367549+00		active	1	750	published			1	2026-02-01 10:22:41.408287+00	2026-02-01 10:23:18.064178+00	FALSE		[{"at": "2026-02-01T10:22:41.408287", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:23:18.064178", "reason": null, "status": "published", "attempt": 1}]
26965	Scientists Discover How To Turn Gut Bacteria	Scientists discover how to turn gut bacteria into anti-aging factories	2026-02-01 10:14:30.911576+00	2026-02-01 10:22:08.785681+00		active	1	750	published			1	2026-02-01 10:21:39.367296+00	2026-02-01 10:22:08.500477+00	FALSE		[{"at": "2026-02-01T10:21:39.367296", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:22:08.500477", "reason": null, "status": "published", "attempt": 1}]
26964	All The Ways Elon Musk'S Companies Are	All the ways Elon Musk's companies are already intertwined, from a Tesla 'collab' with SpaceX to Grok in vehicles	2026-02-01 10:14:30.49287+00	2026-02-01 10:21:37.333718+00		active	1	750	published			1	2026-02-01 10:20:54.704658+00	2026-02-01 10:21:37.047868+00	FALSE		[{"at": "2026-02-01T10:20:54.704658", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:21:37.047868", "reason": null, "status": "published", "attempt": 1}]
26963	Is This The Singularity? Ai Bots Can’T	Is This the Singularity? AI Bots Can’t Stop Posting on a Social Platform Where Humans Aren’t Allowed	2026-02-01 10:14:29.48331+00	2026-02-01 10:20:54.61711+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:20:46.043515+00	2026-02-01 10:20:54.318216+00	FALSE		[{"at": "2026-02-01T10:20:46.043515", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:20:54.318216", "reason": "no_content", "status": "failed", "attempt": 1}]
26962	Amid Us-Uk Clash Over Key Island Base,	Amid US-UK Clash Over Key Island Base, Maldives Leader Has a Deal for Trump	2026-02-01 10:14:28.441378+00	2026-02-01 10:20:09.994706+00		active	1	750	published			1	2026-02-01 10:19:40.979312+00	2026-02-01 10:20:09.675686+00	FALSE		[{"at": "2026-02-01T10:19:40.979312", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:20:09.675686", "reason": null, "status": "published", "attempt": 1}]
26961	Confronting A Catastrophic Water Crisis As Millions	Confronting a catastrophic water crisis as millions forced to return to Afghanistan	2026-02-01 10:14:26.754245+00	2026-02-01 10:19:36.356925+00		active	1	750	published			1	2026-02-01 10:19:10.843278+00	2026-02-01 10:19:36.056787+00	FALSE		[{"at": "2026-02-01T10:19:10.843278", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:19:36.056787", "reason": null, "status": "published", "attempt": 1}]
26960	Minnesota Citizens Detained By Ice Are Left	Minnesota citizens detained by ICE are left rattled, even weeks later	2026-02-01 10:14:26.20685+00	2026-02-01 10:19:06.406367+00		active	1	750	published			1	2026-02-01 10:18:31.462011+00	2026-02-01 10:19:06.11172+00	FALSE		[{"at": "2026-02-01T10:18:31.462011", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:19:06.111720", "reason": null, "status": "published", "attempt": 1}]
26959	Major Incident Declared After Fire At Hospital	Major incident declared after fire at hospital	2026-02-01 10:14:25.754504+00	2026-02-01 10:18:29.57534+00		active	1	750	published			1	2026-02-01 10:17:31.923132+00	2026-02-01 10:18:29.277102+00	FALSE		[{"at": "2026-02-01T10:17:31.923132", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:18:29.277102", "reason": null, "status": "published", "attempt": 1}]
26958	Snow Drought In The West Reaches Record	Snow Drought in the West Reaches Record Levels	2026-02-01 10:14:25.322423+00	2026-02-01 10:16:57.267292+00		active	1	750	published			1	2026-02-01 10:16:17.168684+00	2026-02-01 10:16:56.967602+00	FALSE		[{"at": "2026-02-01T10:16:17.168684", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:16:56.967602", "reason": null, "status": "published", "attempt": 1}]
26957	Despite ‘Wrong’ Comments, Gun Rights Groups Say	Despite ‘Wrong’ Comments, Gun Rights Groups Say Trump Has Their Back	2026-02-01 10:14:24.367296+00	2026-02-01 10:16:14.49931+00		active	1	750	published			1	2026-02-01 10:15:47.998665+00	2026-02-01 10:16:14.188044+00	FALSE		[{"at": "2026-02-01T10:15:47.998665", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:16:14.188044", "reason": null, "status": "published", "attempt": 1}]
26956	Federal Courts Undercut Trump’S Mass Deportation Campaign	Federal Courts Undercut Trump’s Mass Deportation Campaign	2026-02-01 10:14:23.630853+00	2026-02-01 10:15:46.093882+00		active	1	750	published			1	2026-02-01 10:15:12.057296+00	2026-02-01 10:15:45.788734+00	FALSE		[{"at": "2026-02-01T10:15:12.057296", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:15:45.788734", "reason": null, "status": "published", "attempt": 1}]
26955	Right-Wing Populist Holds Commanding Lead Ahead Of	Right-Wing Populist Holds Commanding Lead Ahead of Costa Rica’s Election	2026-02-01 10:14:22.300577+00	2026-02-01 10:15:10.282052+00		active	3	750	published			1	2026-02-01 10:14:41.360691+00	2026-02-01 10:15:09.970845+00	FALSE		[{"at": "2026-02-01T10:14:41.360691", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:15:09.970845", "reason": null, "status": "published", "attempt": 1}]
26954	King'S Secret Cancer Scare: Why Charles Kept	King's secret cancer scare: Why Charles kept previous brush with disease secret, years before his 2024 diagnosis	2026-02-01 10:04:30.927546+00	2026-02-01 10:06:19.48064+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:06:12.529612+00	2026-02-01 10:06:19.205178+00	FALSE		[{"at": "2026-02-01T10:06:12.529612", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:06:19.205178", "reason": "no_content", "status": "failed", "attempt": 1}]
26953	'Misrepresent Reality': Ai-Altered Shooting Image Surfaces In	'Misrepresent reality': AI-altered shooting image surfaces in U.S. Senate	2026-02-01 10:04:29.327457+00	2026-02-01 10:06:12.445234+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 10:06:01.006643+00	2026-02-01 10:06:12.168529+00	FALSE		[{"at": "2026-02-01T10:06:01.006643", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T10:06:12.168529", "reason": "no_content", "status": "failed", "attempt": 1}]
